Company Name,Link
INTERPAC,https://wuzzuf.net/jobs/careers/INTERPAC-Egypt-38476
Kashier Payment Solutions,https://wuzzuf.net/jobs/careers/Elements-Financial-Technologies-Egypt-48104
e Aswaaq Misr,https://wuzzuf.net/jobs/careers/E-Aswaq-Misr-Egypt-54731
Smartly,https://wuzzuf.net/jobs/careers/Starware-Egypt-31451
Mimocodes,https://wuzzuf.net/jobs/careers/Mimocodes-Egypt-60819
PICO,https://wuzzuf.net/jobs/careers/PICO-Egypt-1595
Arabian Systems,https://wuzzuf.net/jobs/careers/Arabian-Systems-Egypt-39379
Egypt HiTech  ,https://wuzzuf.net/jobs/careers/Egypt HiTech-Egypt-91221
ERP-Bank,https://wuzzuf.net/jobs/careers/ERP-Bank-Egypt-88090
"Do Localize, Ltd.",https://wuzzuf.net/jobs/careers/L10N-House--LTD--Egypt-35218
A1Softech,https://wuzzuf.net/jobs/careers/A1Softech-Egypt-12248
CompactSoft International ,https://wuzzuf.net/jobs/careers/CompactSoft-Egypt-27512
Health Insights Group,https://wuzzuf.net/jobs/careers/Health-Insights-Group-Egypt-78815
New Plan ,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501
Callvita,https://wuzzuf.net/jobs/careers/Callvita-United-States-40801
British University of Egypt,https://wuzzuf.net/jobs/careers/British-University-of-Egypt-Egypt-70684
Alexandria For Programming,https://wuzzuf.net/jobs/careers/Alexandria-for-programming-Egypt-6203
New Energy EV,https://wuzzuf.net/jobs/careers/-93422
Roya Developments,https://wuzzuf.net/jobs/careers/Roya-Developments-Egypt-72895
Shifa Egypt,https://wuzzuf.net/jobs/careers/Shifa-Egypt-Egypt-48388
Silicon21,https://wuzzuf.net/jobs/careers/Silicon21-Egypt-3613
Masria Digital Payment (MDP),https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728
Edu-Zone,https://wuzzuf.net/jobs/careers/Edu-Zone-Egypt-23772
Puzzle,https://wuzzuf.net/jobs/careers/Puzzle-Egypt-94656
Guestna,https://wuzzuf.net/jobs/careers/Guestna-Saudi Arabia-94208
Aman,https://wuzzuf.net/jobs/careers/Aman-Egypt-18390
TRAUXIT,https://wuzzuf.net/jobs/careers/TRAUXIT-Egypt-94646
Kellogg Tolaram Noodles Egypt LLC,https://wuzzuf.net/jobs/careers/Kellogg-Tolaram-Noodles-Egypt-LLC-Egypt-43972
Johnson Controls,https://wuzzuf.net/jobs/careers/Johnson-Controls-Saudi-Arabia-45733
Khales,https://wuzzuf.net/jobs/careers/Khales-Egypt-52822
Marketopia,https://wuzzuf.net/jobs/careers/Marketopia-Egypt-49918
Naia Developments,https://wuzzuf.net/jobs/careers/Naia-Developments-Egypt-89653
INDEVCO,https://wuzzuf.net/jobs/careers/Indevco-Lebanon-21008
Capleo Globle,https://wuzzuf.net/jobs/careers/Capleo Globle-India-94576
EDRAK Software,https://wuzzuf.net/jobs/careers/EDRAK-Software-Egypt-10075
Transmar International ,https://wuzzuf.net/jobs/careers/Transmar-International--Egypt-20249
Interactive Limited/Carma Group,https://wuzzuf.net/jobs/careers/Interactive-Limited-United-Arab-Emirates-82959
SHAWAHID ROADS INDUSTRIAL COMPANY ,https://wuzzuf.net/jobs/careers/SHAWAHID ROADS INDUSTRIAL COMPANY-Egypt-92174
Sprints.ai,https://wuzzuf.net/jobs/careers/Sprints-ai-Egypt-44269
Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,https://wuzzuf.net/jobs/careers/Melco-Mec-Egypt-for-Elevators---Escalators---Mitsubishi-Egypt-4423
Shotmed,https://wuzzuf.net/jobs/careers/Shotmed-Egypt-94154
Arabia for Information Technology,https://wuzzuf.net/jobs/careers/Arabia-for-Information-Technology-Egypt-10379
EFS,https://wuzzuf.net/jobs/careers/EFS-Egypt-28514
Optasia,https://wuzzuf.net/jobs/careers/Channel-IT-Egypt-Egypt-6789
"Izam, inc.",https://wuzzuf.net/jobs/careers/Izam--inc--Egypt-39467
Objects,https://wuzzuf.net/jobs/careers/Objects-Egypt-4204
Royal Investment,https://wuzzuf.net/jobs/careers/Royal-Investment-Egypt-72847
COREations,https://wuzzuf.net/jobs/careers/COREations-Egypt-52571
Sutherland,https://wuzzuf.net/jobs/careers/Sutherland-Global-Services-Egypt-1009
EpsilonAI,https://wuzzuf.net/jobs/careers/EpsilonAI-Egypt-65111
Universities of Canada in Egypt,https://wuzzuf.net/jobs/careers/Universities-of-Canada-in-Egypt-9537
El Mohandess Print House,https://wuzzuf.net/jobs/careers/EL-Mohandess-Press-Egypt-4674
Impactyn,https://wuzzuf.net/jobs/careers/Impactyn-Egypt-92524
Fintech solutions,https://wuzzuf.net/jobs/careers/--87220
Elkenany Group,https://wuzzuf.net/jobs/careers/commodity-physical-trading-Egypt-64206
FRIDAL,https://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596
Arlation Media Services,https://wuzzuf.net/jobs/careers/Arlation-Media-Services-Egypt-25289
TIC,https://wuzzuf.net/jobs/careers/TIC-Egypt-78517
Rednet It Services,https://wuzzuf.net/jobs/careers/Rednet-It-Services-Egypt-5365
Moltaqa,https://wuzzuf.net/jobs/careers/Moltaqa-Egypt-92196
Konnekt Union,https://wuzzuf.net/jobs/careers/Konnekt-Union-Egypt-46555
Jaffangroup,https://wuzzuf.net/jobs/careers/Jaffangroup-Egypt-39184
altameerarabian,https://wuzzuf.net/jobs/careers/altameerarabian-Egypt-78577
Integrated Technology Group,https://wuzzuf.net/jobs/careers/Integrated-Technology-Group-Egypt-11822
iSON Xperiences Egypt,https://wuzzuf.net/jobs/careers/Wasla-Outsourcing-Egypt-4324
QARA,https://wuzzuf.net/jobs/careers/QARA-Egypt-73559
Royal Sky,https://wuzzuf.net/jobs/careers/Royal-Sky-Egypt-91270
YOUXEl Technology,https://wuzzuf.net/jobs/careers/YOUXEl-Technology-Egypt-90861
Order King,https://wuzzuf.net/jobs/careers/Order-King-Egypt-88776
Finding From Egy ,https://wuzzuf.net/jobs/careers/Finding From Egy-Egypt-92695
TMA For Industrial Supplies,https://wuzzuf.net/jobs/careers/TMA-For-Industrial-Supplies-Egypt-38580
Ether Technology,https://wuzzuf.net/jobs/careers/-85181
Egyptian Integration,https://wuzzuf.net/jobs/careers/Egyptian Integration-Egypt-94234
ACML - Egypt,https://wuzzuf.net/jobs/careers/ACML - Egypt-Egypt-94462
Seldar Egypt,https://wuzzuf.net/jobs/careers/Seldar-Egypt-Egypt-30370
appcorp,https://wuzzuf.net/jobs/careers/AppCorp-Egypt-51594
Parkville Pharmaceuticals,https://wuzzuf.net/jobs/careers/Parkville-Pharmaceuticals-Egypt-9968
Millensys,https://wuzzuf.net/jobs/careers/Millensys-Egypt-17673
Dolf,https://wuzzuf.net/jobs/careers/Dolf-Egypt-27171
Lecon,https://wuzzuf.net/jobs/careers/Lecon-Egypt-87754
RTR Software Solutions ,https://wuzzuf.net/jobs/careers/Nakheel-Egypt-85138
Sky Distribution,https://wuzzuf.net/jobs/careers/Sky-Distribution-Egypt-20983
InstaShop,https://wuzzuf.net/jobs/careers/InstaShop-Egypt-33211
Elfostat Company for import and export,https://wuzzuf.net/jobs/careers/Elfostat Company for import and export-Egypt-94436
شركه طنطا موتورز,https://wuzzuf.net/jobs/careers/شركه-طنطا-موتورز-Egypt-42744
Max Muscle,https://wuzzuf.net/jobs/careers/Max-Muscle-Egypt-24434
eGate Egypt,https://wuzzuf.net/jobs/careers/eGate Egypt-Egypt-94434
Majorel Egypt,https://wuzzuf.net/jobs/careers/Majorel-Egypt-388
Fawry Microfinance ,https://wuzzuf.net/jobs/careers/Fawry-Microfinance-Egypt-41319
cCc callcenter and Digital Marketing,https://wuzzuf.net/jobs/careers/MENA-Connect-Egypt-90172
CTO for startups,https://wuzzuf.net/jobs/careers/CTO for startups-United Arab Emirates-94384
Economic Group ,https://wuzzuf.net/jobs/careers/Economic-Group-Egypt-92844
Solutions,https://wuzzuf.net/jobs/careers/Solutions-Egypt-13670
Intelcia,https://wuzzuf.net/jobs/careers/Intelcia-21580
Ascon Advanced Solutions & Consultant,https://wuzzuf.net/jobs/careers/Ascon-Advanced-Solutions--amp--Consultant-Egypt-26156
The Portal,https://wuzzuf.net/jobs/careers/The-Portal-Egypt-33057
شيلتر تكنولوجي,https://wuzzuf.net/jobs/careers/شيلتر-تكنولوجي-Egypt-65194
Sinmar Soft ,https://wuzzuf.net/jobs/careers/Sinmar Soft-Egypt-81792
Peerless,https://wuzzuf.net/jobs/careers/Peerless-Egypt-32493
Quick Services,https://wuzzuf.net/jobs/careers/Quick Services-Egypt-94315
Post Distribution Company ,https://wuzzuf.net/jobs/careers/Post Distribution Company-Egypt-87544
Alumil,https://wuzzuf.net/jobs/careers/Alumil-Egypt-10721
Balanced Education Company,https://wuzzuf.net/jobs/careers/New-Generation-international-Schools-Egypt-42986
Delta American School ,https://wuzzuf.net/jobs/careers/Delta-American-School-Egypt-45249
Shahbandr,https://wuzzuf.net/jobs/careers/Shahbandr-Egypt-94295
Sweet Memory travel,https://wuzzuf.net/jobs/careers/Sweet Memory travel-Egypt-94292
Loc-Camp,https://wuzzuf.net/jobs/careers/Loc-Camp-Egypt-36590
BRISK Business Inc.,https://wuzzuf.net/jobs/careers/BRISK-Business-Inc--United-States-32763
ORGANI GROUP,https://wuzzuf.net/jobs/careers/Sinai-Sons-Company-Egypt-64842
Mohandes Life Insurance ,https://wuzzuf.net/jobs/careers/Mohandes Life Insurance-Egypt-88036
Seena - سينا,https://wuzzuf.net/jobs/careers/Seena - سينا-Egypt-94040
Egypt University of Informatics (EUI),https://wuzzuf.net/jobs/careers/Egypt-University-of-Informatics--EUI--Egypt-64045
Rubyred Garment,https://wuzzuf.net/jobs/careers/Rubyred-Garment-Egypt-16370
ZINAD IT,https://wuzzuf.net/jobs/careers/ZINAD-IT-Egypt-30253
Bydotpy,https://wuzzuf.net/jobs/careers/Bydotpy-Egypt-81534
MegaSoft,https://wuzzuf.net/jobs/careers/MegaSoft-Egypt-4107
RDI,https://wuzzuf.net/jobs/careers/RDI-Egypt-5083
Crowe Egypt - Dr Khaled Abdelaziz Hegazy,https://wuzzuf.net/jobs/careers/Crowe-Egypt---Dr-Khaled-Abdelaziz-Hegazy-Egypt-55293
Shebak,https://wuzzuf.net/jobs/careers/Shebak-Egypt-17288
Swakli Digital Events,https://wuzzuf.net/jobs/careers/Swakli Digital Events-United Arab Emirates-94196
Windrose Academy,https://wuzzuf.net/jobs/careers/WindRose-Acadamey-Egypt-19750
British Council,https://wuzzuf.net/jobs/careers/British-Council-Egypt-36413
Multi Level Group (MLG),https://wuzzuf.net/jobs/careers/Multi-Level-Group--MLG--United-Arab-Emirates-75942
Hayati SRL,https://wuzzuf.net/jobs/careers/Hayati SRL-Romania-93617
EVA Cosmetics ,https://wuzzuf.net/jobs/careers/EVA-Cosmetics-Egypt-8243
Al Rabat,https://wuzzuf.net/jobs/careers/Al-Rabat-Egypt-4007
Interact Technology Solutions,https://wuzzuf.net/jobs/careers/Interact-Technology-Solutions-Egypt-7185
DAK Steel - Construction,https://wuzzuf.net/jobs/careers/DAK Steel - Construction-Egypt-94131
Al Soug-Cashi,https://wuzzuf.net/jobs/careers/Al-Soug-Cashi-Egypt-86358
Egypt Kuwait Holding,https://wuzzuf.net/jobs/careers/Egypt-Kuwait-Holding-Egypt-40064
Al-hakeema,https://wuzzuf.net/jobs/careers/Al-hakeema-Egypt-72184
taknia systems,https://wuzzuf.net/jobs/careers/taknia systems-Egypt-94025
Orange Studio,https://wuzzuf.net/jobs/careers/Orange-Studio-Egypt-13924
Waseet.net,https://wuzzuf.net/jobs/careers/Alsahab Global-Egypt-86243
GoodsMart,https://wuzzuf.net/jobs/careers/GoodsMart-Egypt-94092
Target Recruitment  & HR Solutions ,https://wuzzuf.net/jobs/careers/Target-Recruitment----HR-Solutions-Egypt-2029
Micro Engineering,https://wuzzuf.net/jobs/careers/MEEG-Egypt-16608
Horizon,https://wuzzuf.net/jobs/careers/Horizon-United Arab Emirates-94058
Indegree,https://wuzzuf.net/jobs/careers/Indegree-Egypt-94064
Hands of Hope Physical Therapy & Wellness,https://wuzzuf.net/jobs/careers/--76168
Ulemt,https://wuzzuf.net/jobs/careers/Ulemt-Egypt-21777
Data Science,https://wuzzuf.net/jobs/careers/Data-Science-Egypt-91120
Elabd Foods,https://wuzzuf.net/jobs/careers/Elabd-Foods-Egypt-7864
AL MASHARIQ ,https://wuzzuf.net/jobs/careers/ASK-CLIENT-Egypt-36981
Elite Education Group,https://wuzzuf.net/jobs/careers/Elite-International-School-Egypt-39768
Thaka International,https://wuzzuf.net/jobs/careers/Thaka-International-Saudi-Arabia-80979
Talaat Moustafa Group,https://wuzzuf.net/jobs/careers/Talaat-Moustafa-Group-Egypt-3106
Bluebell Pharmaceuticals ,https://wuzzuf.net/jobs/careers/Bluebell-Pharmaceuticals-Egypt-29144
Grifols Egypt for Plasma Derivatives,https://wuzzuf.net/jobs/careers/-80178
StudentGator,https://wuzzuf.net/jobs/careers/StudentGator-Egypt-94003
Coral Technology,https://wuzzuf.net/jobs/careers/Coral-Technology-Egypt-39063
GPS,https://wuzzuf.net/jobs/careers/elmoasserbooks-Egypt-37460
Caduceus Lane,https://wuzzuf.net/jobs/careers/Caduceus-Lane-Egypt-6198
INTERNET SOLUTIONS,https://wuzzuf.net/jobs/careers/INTERNeT-SOLUTIONS-Egypt-22057
TechJump,https://wuzzuf.net/jobs/careers/IT-Experts-Egypt-89172
VFS Global Egypt,https://wuzzuf.net/jobs/careers/-7863
National Technology,https://wuzzuf.net/jobs/careers/National-Technology-Egypt-5626
Selah ElTelmeez For Publishing & printing,https://wuzzuf.net/jobs/careers/Selah-ElTelmeez-For-Publishing---printing-Egypt-31447
Webhelp,https://wuzzuf.net/jobs/careers/Webhelp-Egypt-57662
Selftreat,https://wuzzuf.net/jobs/careers/Selftreat-Lithuania-93909
Human Quality,https://wuzzuf.net/jobs/careers/Human-Quality-Egypt-32384
Itechs,https://wuzzuf.net/jobs/careers/Itechs-Egypt-76484
Aman Holding,https://wuzzuf.net/jobs/careers/Emasa-Egypt-63357
Staron Egypt,https://wuzzuf.net/jobs/careers/Staron-Egypt-Egypt-56323
IT Cores,https://wuzzuf.net/jobs/careers/IT-Cores-Egypt-34561
ZE LOGIC,https://wuzzuf.net/jobs/careers/ZE LOGIC-Egypt-80290
Brilliant Engineering,https://wuzzuf.net/jobs/careers/Brilliant-Engineering-Egypt-11787
UMX Studio,https://wuzzuf.net/jobs/careers/UMX Studio-Egypt-93885
ESLSCA University,https://wuzzuf.net/jobs/careers/Eslsca-Egypt-7498
Safa Soft,https://wuzzuf.net/jobs/careers/Safa-Tech--Egypt-16743
Ebla,https://wuzzuf.net/jobs/careers/Ebla-Egypt-33363
PyramidBITS,https://wuzzuf.net/jobs/careers/PyramidBITS-Egypt-35726
webSTDY,https://wuzzuf.net/jobs/careers/webSTDY-Egypt-34266
4level1,https://wuzzuf.net/jobs/careers/4level1-Egypt-27066
Ditech Egypt,https://wuzzuf.net/jobs/careers/Dimensions-Information-Technology-United-Arab-Emirates-55093
Rowaad,https://wuzzuf.net/jobs/careers/Rowaad-Egypt-34790
Advansys for Trading & Contracting,https://wuzzuf.net/jobs/careers/advansys-for-trading--amp--contracting-Egypt-38366
URANIUM,https://wuzzuf.net/jobs/careers/URANIUM-Egypt-9585
Dreem Mashreq Foods ,https://wuzzuf.net/jobs/careers/DREEM---Mashreq-Group-Egypt-7358
Be Group,https://wuzzuf.net/jobs/careers/Be-4-E-Marketing-Egypt-8577
FlexFilms Egypt,https://wuzzuf.net/jobs/careers/FlexFilms-Egypt-Egypt-29559
SSC Egypt,https://wuzzuf.net/jobs/careers/SSC-Egypt-Egypt-37268
شركة توصيل الخليجية للتجارة,https://wuzzuf.net/jobs/careers/شركة توصيل الخليجية-Saudi Arabia-93613
Software House Solution ,https://wuzzuf.net/jobs/careers/Software House Solution-Egypt-89312
Tamayouz Development and Training Company,https://wuzzuf.net/jobs/careers/Tamayouz-Development-and-Training-Company-Egypt-61272
Cepack,https://wuzzuf.net/jobs/careers/HiPack-Group-Egypt-28773
Anspire Agency,https://wuzzuf.net/jobs/careers/Anspire-Agency-Egypt-14761
Dawi Clinics,https://wuzzuf.net/jobs/careers/Dawi-Clinics-Egypt-22444
Hanimex,https://wuzzuf.net/jobs/careers/Hanimex-Egypt-93684
Digital Hub,https://wuzzuf.net/jobs/careers/Digital-Hub-Egypt-22501
Elsewedy industries,https://wuzzuf.net/jobs/careers/Elsewedy-industries-Egypt-49892
Extend | The Ad Network,https://wuzzuf.net/jobs/careers/Extend---The-Ad-Network-Egypt-93623
Netaq for E-Solutions,https://wuzzuf.net/jobs/careers/Netaq for E-Solutions-United Arab Emirates-93607
HandleT,https://wuzzuf.net/jobs/careers/HandleT-Egypt-93450
Firoz Group,https://wuzzuf.net/jobs/careers/Firoz-Group-Egypt-9464
maxtron,https://wuzzuf.net/jobs/careers/maxtron-Egypt-93611
Elite Technology Based,https://wuzzuf.net/jobs/careers/Elite-Technology-Based-Egypt-66834
Etisal EG,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245
Royal Cyber,https://wuzzuf.net/jobs/careers/Royal-Cyber-India-86982
MOOLA,https://wuzzuf.net/jobs/careers/MOOLA-Saudi Arabia-93565
Pioneers Now,https://wuzzuf.net/jobs/careers/Pioneers-Now-Egypt-56901
The Translation Gate,https://wuzzuf.net/jobs/careers/The-Translation-Gate-Egypt-18445
YDS yasar digital services ,https://wuzzuf.net/jobs/careers/YDS-yasar-digital-services-Egypt-54054
Cybersec consulting,https://wuzzuf.net/jobs/careers/Cybersec consulting-Egypt-90630
Onecard,https://wuzzuf.net/jobs/careers/Onecard-Egypt-2829
Orevan,https://wuzzuf.net/jobs/careers/Orevan-Egypt-93504
e-finance,https://wuzzuf.net/jobs/careers/e-finance-Egypt-2920
Informatique Education,https://wuzzuf.net/jobs/careers/Informatique-Egypt-6845
ckptr,https://wuzzuf.net/jobs/careers/ckptr-Egypt-93507
Puffin,https://wuzzuf.net/jobs/careers/Puffin-Egypt-86278
Al Watania Poultry,https://wuzzuf.net/jobs/careers/Al-watania-poltry-Egypt-25246
Cellopack for Packaging Industries,https://wuzzuf.net/jobs/careers/Cellopack-for-Packaging-Industries-Egypt-15085
STIO Life Science,https://wuzzuf.net/jobs/careers/STIO-Life-Science-Egypt-54212
SIPES,https://wuzzuf.net/jobs/careers/SIPES-Egypt-1202
Madar Soft,https://wuzzuf.net/jobs/careers/Madar-Soft-Egypt-14834
El Nahar for Medical Solutions,https://wuzzuf.net/jobs/careers/El-Nahar-for-Medical-Solutions-Egypt-29738
Epic Systems,https://wuzzuf.net/jobs/careers/Epic-Systems-Egypt-14989
Salem Ventures,https://wuzzuf.net/jobs/careers/Salem-Capital-Egypt-71017
Decorama,https://wuzzuf.net/jobs/careers/Decorama-Egypt-4570
Sharp 4 IT,https://wuzzuf.net/jobs/careers/Sharp 4 IT-Egypt-93456
Femex Egypt,https://wuzzuf.net/jobs/careers/Femex-Egypt-Egypt-4386
Rameer Co. for (Architecture & Design),https://wuzzuf.net/jobs/careers/Rameer Co. for (Architecture & Design)-Egypt-93367
SMG Engineering Automotive,https://wuzzuf.net/jobs/careers/SMG-Engineering-Automotive-Company-Egypt-6459
Al Omaraa Group for Ceramic and Porcelain Production,https://wuzzuf.net/jobs/careers/Porcelain-Majestic-Egypt-64798
Smart Window,https://wuzzuf.net/jobs/careers/Smart-window-Egypt-43781
Care Services EG,https://wuzzuf.net/jobs/careers/lead-Egypt-93378
Dart Technology ,https://wuzzuf.net/jobs/careers/Dart Technology-Egypt-88079
Zedny,https://wuzzuf.net/jobs/careers/Zedny-Egypt-74602
Industrial Professionals general trading co,https://wuzzuf.net/jobs/careers/Industrial Professionals general trading co-Egypt-93433
Sykes Enterprises,https://wuzzuf.net/jobs/careers/Sykes-Enterprises-Egypt-3438
Sindi,https://wuzzuf.net/jobs/careers/Sindi-Egypt-36518
IT-Gates,https://wuzzuf.net/jobs/careers/IT-Gates-Egypt-31342
Tripathon,https://wuzzuf.net/jobs/careers/Tripathon-Armenia-37809
Bill My Plate,https://wuzzuf.net/jobs/careers/Bill My Plate-United States-93394
Dakkaken,https://wuzzuf.net/jobs/careers/Dakkaken-Egypt-92265
Rawasi Holding for Investment,https://wuzzuf.net/jobs/careers/Rawasi-Egypt-93211
Misr Cosmetics - AMANDA,https://wuzzuf.net/jobs/careers/-90901
ElMehy Engineering Company,https://wuzzuf.net/jobs/careers/ElMehy-Engineering-Company-Egypt-16241
Better Home,https://wuzzuf.net/jobs/careers/Better-Homes---Egypt-Egypt-12401
